target,videos,events,difference,ci_low,ci_high
audienceWatchRatio,85,93,-0.16136110206274484,-0.1859781964517644,-0.13667237606333307
exit_intensity,85,93,0.005320772906892985,0.003229588212612737,0.007519198776486167
internal_start_intensity,38,93,-5.760176698693203e-07,-1.9722090571443973e-05,1.6671514212735458e-05
relativeRetentionPerformance,85,93,-0.023055118576470444,-0.03223311003588215,-0.014198300498235205
